idade,estado_civil,nivel_educacao,num_dependentes,tipo_emprego,anos_emprego,renda_mensal,regiao,possui_imovel,possui_veiculo,valor_emprestimo,finalidade_emprestimo,score_credito,divida_total,inadimplencias,num_emprestimos_anteriores,historico_pagamento,tempo_conta_bancaria,num_contas_bancarias,num_cartoes_credito,aprovado
53,Casado,Superior,2,CLT,2,3165,Sudeste,1,0,22496,Saude,660,37147,0,1,Bom,0,1,3,1
62,Divorciado,Fundamental,0,Autonomo,10,7412,Sudeste,1,1,40615,Casa,617,2723,0,0,Regular,18,4,3,1
25,Divorciado,Superior,4,Servidor_Publico,5,3360,Sudeste,1,1,46448,Pessoal,813,9594,2,2,Ruim,4,1,2,1
46,Casado,Medio,4,CLT,11,10074,Norte,1,0,35466,Casa,391,33017,0,1,Regular,1,1,1,1
72,Divorciado,Medio,2,Empresario,4,14357,Sul,0,0,12012,Casa,591,2519,2,0,Bom,4,3,3,1
70,Casado,Medio,4,CLT,0,4197,Norte,0,1,32456,Negocio,576,47077,2,2,Regular,3,2,0,0
72,Casado,Medio,0,Autonomo,1,1317,Nordeste,1,0,17949,Pessoal,601,66375,1,0,Regular,2,2,2,0
49,Casado,Pos-Graduacao,3,Autonomo,1,3252,Sudeste,1,0,12397,Veiculo,642,16138,3,0,Bom,3,3,1,0
68,Casado,Superior,0,CLT,11,21153,Nordeste,1,1,20971,Veiculo,598,8240,0,3,Ruim,6,3,2,1
61,Casado,Pos-Graduacao,1,Servidor_Publico,7,3445,Sudeste,0,1,34622,Veiculo,760,6735,1,0,Bom,1,4,0,1
35,Solteiro,Superior,1,Empresario,5,14222,Norte,0,1,59940,Pessoal,663,14389,1,2,Ruim,4,1,1,1
23,Casado,Superior,2,CLT,1,3416,Sudeste,1,1,21957,Veiculo,668,17089,0,5,Bom,10,2,2,1
35,Solteiro,Medio,1,Autonomo,1,3365,Sul,1,1,25263,Casa,666,1082,0,0,Regular,1,3,2,1
36,Solteiro,Superior,2,CLT,7,7844,Sul,0,1,51182,Veiculo,491,6094,0,1,Regular,4,1,1,1
39,Solteiro,Pos-Graduacao,1,CLT,3,7299,Sudeste,0,1,28472,Pessoal,640,4515,0,2,Pessimo,20,2,2,1
54,Casado,Fundamental,3,CLT,1,8195,Nordeste,1,1,36506,Educacao,643,3907,2,1,Bom,9,1,0,1
49,Solteiro,Medio,2,Autonomo,4,4929,Sudeste,0,1,28634,Saude,507,3984,0,2,Regular,5,1,1,1
73,Viuvo,Fundamental,0,CLT,0,9141,Nordeste,0,1,31640,Pessoal,708,2221,0,1,Bom,8,1,0,1
58,Divorciado,Superior,1,CLT,1,8750,Nordeste,0,1,11347,Saude,416,38172,2,0,Ruim,4,2,2,0
20,Casado,Superior,3,CLT,3,9792,Sudeste,1,1,29669,Negocio,850,4503,0,0,Ruim,25,1,2,1
45,Casado,Pos-Graduacao,1,CLT,0,3380,Sudeste,1,0,84312,Pessoal,616,7010,2,2,Ruim,1,3,2,0
27,Solteiro,Fundamental,1,CLT,20,9137,Sudeste,1,0,30797,Veiculo,534,5928,3,0,Pessimo,7,1,2,0
68,Divorciado,Pos-Graduacao,2,Servidor_Publico,1,3594,Norte,1,0,13807,Casa,681,4680,2,3,Bom,0,3,1,1
52,Solteiro,Fundamental,1,Desempregado,0,4472,Sul,1,0,87660,Casa,682,12295,1,2,Regular,0,1,1,0
46,Solteiro,Medio,0,Autonomo,1,4417,Sudeste,0,0,47910,Pessoal,824,5930,1,0,Bom,7,2,2,1
71,Divorciado,Medio,1,Autonomo,7,2700,Sudeste,1,0,49717,Negocio,798,14844,1,0,Ruim,8,3,0,1
32,Casado,Fundamental,0,Empresario,2,1734,Nordeste,1,1,48650,Saude,487,38950,0,0,Bom,0,1,2,0
50,Casado,Medio,0,Autonomo,4,10241,Sul,0,0,10926,Pessoal,592,2696,0,2,Regular,2,3,2,1
24,Divorciado,Medio,0,CLT,0,3224,Norte,1,1,45172,Negocio,529,11190,0,3,Excelente,0,5,2,1
29,Divorciado,Superior,1,Desempregado,0,4180,Sudeste,0,1,81446,Casa,694,10864,1,0,Ruim,13,2,4,0
66,Casado,Pos-Graduacao,1,Empresario,2,3170,Norte,1,0,18321,Educacao,761,2501,1,0,Regular,3,1,3,1
47,Divorciado,Superior,5,CLT,8,4213,Nordeste,1,0,5750,Veiculo,488,15462,0,1,Regular,3,2,3,1
38,Casado,Medio,2,Servidor_Publico,10,3628,Sudeste,1,0,36042,Negocio,613,6233,1,0,Regular,10,4,1,1
48,Casado,Fundamental,3,Autonomo,0,10587,Sudeste,1,0,27617,Casa,556,39312,1,1,Bom,7,3,1,1
41,Casado,Medio,0,Autonomo,3,3448,Centro-Oeste,1,1,7800,Negocio,704,22004,1,1,Ruim,15,3,1,1
37,Solteiro,Superior,0,Empresario,12,13749,Nordeste,1,1,43665,Pessoal,660,8098,0,1,Ruim,16,3,0,1
54,Casado,Superior,3,Servidor_Publico,2,9735,Norte,1,1,41119,Casa,737,6526,0,1,Regular,2,4,2,1
21,Casado,Superior,2,Autonomo,8,3697,Norte,0,1,8325,Veiculo,577,45825,0,1,Pessimo,6,1,5,0
45,Divorciado,Fundamental,0,Empresario,0,5954,Centro-Oeste,0,0,121959,Negocio,608,4540,0,1,Bom,4,2,3,1
61,Casado,Medio,1,CLT,13,6711,Sudeste,0,1,49064,Negocio,659,10556,0,0,Bom,5,4,2,1
37,Solteiro,Superior,1,Servidor_Publico,6,8143,Centro-Oeste,0,1,5930,Saude,592,7592,1,1,Excelente,5,3,1,1
41,Casado,Superior,3,Servidor_Publico,14,8641,Sul,0,1,51797,Casa,649,26765,0,1,Bom,0,1,0,1
67,Casado,Fundamental,0,Empresario,5,5497,Sudeste,1,0,50607,Veiculo,747,28903,0,0,Pessimo,13,4,1,1
66,Casado,Medio,2,Desempregado,2,2772,Centro-Oeste,1,1,83450,Pessoal,833,13938,1,0,Regular,0,1,2,0
68,Solteiro,Pos-Graduacao,2,Autonomo,13,7219,Nordeste,1,0,16332,Pessoal,571,4779,0,0,Bom,3,2,2,1
49,Casado,Superior,5,Autonomo,1,4264,Nordeste,0,0,52398,Pessoal,834,6929,1,0,Regular,2,1,1,1
58,Solteiro,Superior,3,Autonomo,2,921,Sul,1,1,22262,Educacao,569,2367,2,1,Excelente,4,4,0,1
53,Casado,Medio,0,Servidor_Publico,6,6211,Centro-Oeste,1,0,17236,Educacao,706,10393,1,0,Bom,19,1,1,1
70,Divorciado,Superior,2,Servidor_Publico,7,3163,Norte,0,1,13466,Veiculo,570,3617,1,1,Regular,3,5,1,1
51,Solteiro,Medio,3,CLT,13,3732,Sudeste,1,1,5869,Saude,517,76026,1,1,Regular,5,1,2,0
53,Casado,Medio,2,Autonomo,1,4932,Sul,0,0,41453,Pessoal,742,4686,0,1,Regular,0,3,0,1
19,Casado,Medio,3,CLT,7,1934,Sudeste,1,0,21624,Veiculo,615,22601,0,2,Excelente,3,1,1,1
32,Casado,Medio,4,CLT,6,5342,Sudeste,0,1,3028,Casa,748,37364,0,1,Bom,14,2,1,1
51,Casado,Medio,0,Autonomo,0,4064,Centro-Oeste,1,1,28574,Pessoal,695,18561,0,0,Regular,16,1,2,1
53,Casado,Medio,0,Empresario,2,2903,Sul,1,1,67933,Negocio,661,4882,0,0,Bom,4,4,1,1
23,Casado,Superior,3,Desempregado,1,5053,Sudeste,1,1,9456,Pessoal,675,4545,0,0,Regular,8,2,0,1
56,Divorciado,Medio,0,Autonomo,1,1782,Sul,1,0,15213,Pessoal,728,153908,1,1,Pessimo,0,3,0,0
59,Casado,Medio,0,Servidor_Publico,20,5142,Sudeste,1,0,38282,Educacao,712,58334,2,0,Pessimo,4,4,1,0
68,Solteiro,Superior,1,Servidor_Publico,5,6518,Sudeste,0,0,3473,Casa,579,10976,0,1,Ruim,7,1,3,1
68,Viuvo,Superior,3,CLT,6,5902,Sudeste,0,1,17554,Negocio,662,5776,0,4,Bom,2,2,1,1
71,Solteiro,Pos-Graduacao,0,CLT,18,7889,Norte,0,1,35499,Pessoal,770,3394,1,0,Ruim,13,1,2,1
29,Divorciado,Superior,2,Servidor_Publico,2,9889,Sul,0,0,17173,Casa,624,4359,1,5,Bom,9,1,2,1
20,Casado,Medio,0,CLT,8,4680,Sudeste,1,0,9524,Saude,570,16486,0,4,Pessimo,8,2,1,1
62,Casado,Pos-Graduacao,0,Autonomo,2,9483,Centro-Oeste,1,1,9896,Veiculo,557,81871,0,3,Regular,0,1,3,1
35,Casado,Medio,1,Autonomo,10,4670,Nordeste,0,1,7407,Saude,704,7195,0,4,Bom,1,2,4,1
57,Solteiro,Superior,0,Empresario,0,3230,Centro-Oeste,1,1,16213,Casa,595,26862,0,0,Bom,7,1,1,1
38,Casado,Medio,3,Autonomo,14,3882,Nordeste,0,0,62650,Veiculo,656,19900,1,0,Bom,4,1,3,1
32,Casado,Superior,3,Empresario,1,5768,Nordeste,0,1,177995,Educacao,591,6048,0,0,Bom,5,2,3,1
50,Casado,Superior,3,Servidor_Publico,1,9424,Nordeste,1,1,27693,Casa,737,22006,0,0,Ruim,0,2,3,1
52,Viuvo,Superior,0,Desempregado,7,4919,Nordeste,0,1,49741,Educacao,635,22700,0,1,Bom,3,1,1,1
43,Casado,Medio,1,Empresario,2,3280,Norte,0,0,12674,Casa,762,20268,2,3,Bom,9,2,2,1
25,Solteiro,Pos-Graduacao,0,CLT,4,11690,Nordeste,1,0,5047,Veiculo,759,5363,0,0,Regular,6,3,1,1
53,Solteiro,Fundamental,0,Desempregado,2,2077,Sudeste,1,0,118336,Pessoal,611,16599,0,0,Regular,5,3,5,0
65,Divorciado,Medio,1,CLT,6,3293,Sudeste,1,1,16712,Negocio,753,26610,1,2,Excelente,7,3,3,1
47,Divorciado,Pos-Graduacao,2,Autonomo,1,8397,Nordeste,0,1,47808,Educacao,586,21073,1,0,Bom,11,4,0,1
40,Casado,Superior,0,Desempregado,0,14184,Sul,0,1,30539,Saude,646,23808,1,1,Excelente,11,2,4,1
59,Casado,Superior,0,CLT,1,6557,Nordeste,1,0,59615,Educacao,542,6614,0,0,Ruim,3,2,5,1
61,Divorciado,Superior,4,Empresario,3,5709,Sudeste,1,0,57715,Negocio,679,23683,3,3,Pessimo,2,1,1,0
31,Solteiro,Medio,1,Desempregado,0,4127,Sul,1,0,33596,Casa,650,29438,0,1,Regular,2,1,2,0
31,Casado,Fundamental,4,Empresario,2,6828,Nordeste,1,1,36688,Veiculo,671,5131,0,2,Regular,4,2,5,1
19,Casado,Medio,5,Empresario,2,5311,Sudeste,1,1,70973,Pessoal,483,2030,0,0,Ruim,0,4,2,1
72,Solteiro,Medio,1,CLT,0,3125,Norte,1,1,19384,Casa,421,41588,0,5,Excelente,5,1,2,1
54,Casado,Medio,0,Autonomo,4,4083,Sul,0,1,93385,Casa,506,5102,0,1,Bom,3,1,2,1
22,Solteiro,Medio,3,Servidor_Publico,10,2920,Nordeste,1,0,15271,Educacao,669,3856,1,2,Regular,8,2,0,1
55,Casado,Superior,0,CLT,0,4955,Centro-Oeste,1,1,28602,Veiculo,687,10019,0,5,Ruim,1,1,2,1
62,Casado,Medio,0,Empresario,4,5415,Sul,0,0,44504,Saude,732,6185,2,1,Regular,0,2,3,0
58,Casado,Medio,3,CLT,5,13103,Sul,1,1,7308,Pessoal,579,1180,1,1,Pessimo,13,1,0,1
71,Solteiro,Medio,1,Autonomo,2,3434,Centro-Oeste,0,1,81265,Casa,640,19767,1,0,Bom,0,4,1,1
64,Casado,Medio,0,CLT,6,4409,Nordeste,1,0,39368,Educacao,549,19279,1,1,Regular,15,4,3,1
31,Solteiro,Medio,2,CLT,2,10462,Sudeste,0,0,377293,Pessoal,756,2888,1,4,Pessimo,4,1,1,1
73,Solteiro,Superior,2,Autonomo,3,14516,Sudeste,1,0,142138,Casa,549,7899,1,0,Ruim,0,1,5,0
56,Casado,Medio,0,Autonomo,0,6534,Nordeste,0,0,26669,Negocio,737,2930,1,4,Excelente,0,5,1,1
42,Solteiro,Medio,0,CLT,5,4221,Nordeste,1,1,112248,Educacao,594,3433,0,2,Bom,4,3,3,1
37,Solteiro,Pos-Graduacao,0,CLT,5,3700,Norte,0,1,52990,Negocio,777,4438,0,1,Ruim,0,4,1,1
19,Divorciado,Medio,1,Autonomo,0,1626,Norte,1,1,32366,Saude,638,13746,0,1,Excelente,14,1,1,1
56,Solteiro,Pos-Graduacao,3,Empresario,2,2816,Sul,0,1,7133,Educacao,636,60547,1,0,Ruim,9,1,3,0
23,Divorciado,Pos-Graduacao,2,CLT,19,5223,Sudeste,1,1,8614,Educacao,544,5360,0,0,Regular,4,2,0,1
34,Casado,Superior,2,Servidor_Publico,2,4409,Nordeste,0,0,26997,Casa,836,18750,0,0,Excelente,15,5,0,1
42,Solteiro,Superior,0,CLT,3,7144,Sudeste,1,0,18100,Educacao,719,17991,0,1,Bom,1,1,1,1
74,Casado,Superior,0,Desempregado,12,4371,Sudeste,1,1,32213,Pessoal,671,963,1,4,Regular,11,3,1,0
45,Viuvo,Pos-Graduacao,0,CLT,6,3179,Sudeste,1,1,80651,Pessoal,643,2028,3,1,Bom,9,2,0,1
19,Casado,Superior,0,CLT,4,6031,Sudeste,0,1,53742,Negocio,553,62710,1,1,Regular,5,1,5,0
52,Casado,Fundamental,0,CLT,7,22096,Nordeste,1,0,15413,Pessoal,687,4884,1,0,Ruim,2,2,1,1
54,Casado,Fundamental,1,Servidor_Publico,9,4062,Sul,1,0,56385,Saude,613,12747,0,2,Bom,4,2,3,1
22,Casado,Medio,0,Desempregado,3,5341,Centro-Oeste,1,1,12948,Veiculo,625,11347,0,2,Pessimo,18,1,1,0
18,Solteiro,Medio,3,Empresario,3,8169,Norte,0,1,10788,Negocio,709,964,0,1,Regular,0,2,5,1
57,Solteiro,Medio,3,Servidor_Publico,2,3487,Nordeste,0,1,36508,Negocio,648,4096,0,5,Ruim,1,2,0,1
29,Casado,Superior,2,CLT,17,10547,Sudeste,1,1,14022,Casa,621,16758,0,4,Bom,6,3,1,1
73,Divorciado,Superior,0,CLT,5,1905,Sudeste,0,1,16099,Educacao,763,3172,2,2,Regular,6,1,1,1
53,Casado,Superior,4,Desempregado,0,3848,Centro-Oeste,1,0,59586,Pessoal,538,5551,0,5,Regular,1,4,3,0
62,Casado,Medio,5,Autonomo,9,4077,Norte,1,0,45529,Pessoal,454,2430,0,2,Excelente,9,1,2,1
40,Viuvo,Fundamental,0,Autonomo,3,5381,Sudeste,0,0,19981,Educacao,540,3496,2,3,Regular,15,3,3,1
64,Solteiro,Superior,2,Servidor_Publico,0,1505,Sudeste,1,0,7331,Negocio,635,4785,0,1,Ruim,0,2,3,1
48,Casado,Medio,3,CLT,3,11066,Sudeste,1,1,14941,Casa,689,1262,0,0,Excelente,21,4,1,1
28,Casado,Superior,1,Empresario,2,6301,Sudeste,0,1,127218,Veiculo,545,26148,0,7,Regular,1,1,3,1
27,Solteiro,Medio,1,Servidor_Publico,10,9640,Norte,0,0,58292,Negocio,850,2021,0,0,Pessimo,2,1,2,1
20,Casado,Superior,1,Autonomo,1,12936,Sudeste,1,0,84025,Negocio,638,6819,1,0,Regular,0,1,0,1
71,Solteiro,Superior,1,Autonomo,8,3151,Sudeste,0,1,33018,Negocio,635,3847,0,0,Bom,4,1,1,1
31,Solteiro,Superior,1,Empresario,4,1100,Sul,1,0,20315,Negocio,491,23786,1,1,Regular,18,1,3,0
33,Casado,Fundamental,4,CLT,0,9777,Nordeste,1,1,55500,Educacao,475,2362,2,0,Regular,1,1,1,0
27,Divorciado,Pos-Graduacao,2,CLT,17,4138,Nordeste,1,1,75017,Pessoal,441,3706,0,2,Excelente,5,2,0,1
46,Divorciado,Medio,0,CLT,3,2490,Sudeste,0,0,18328,Veiculo,757,2127,0,7,Bom,1,1,2,1
27,Viuvo,Fundamental,2,CLT,1,6945,Sul,1,1,15205,Pessoal,741,729,1,0,Regular,0,1,4,1
29,Divorciado,Superior,2,Autonomo,3,21550,Norte,1,1,7966,Casa,619,13481,0,3,Regular,26,1,0,1
47,Solteiro,Medio,0,Servidor_Publico,9,4603,Sudeste,0,0,14902,Pessoal,498,8369,0,0,Bom,7,4,2,1
58,Solteiro,Fundamental,1,Desempregado,1,8696,Centro-Oeste,0,1,45942,Veiculo,592,10087,1,0,Pessimo,7,2,1,0
18,Solteiro,Superior,4,Servidor_Publico,1,2717,Centro-Oeste,0,1,16697,Negocio,762,18223,0,2,Regular,6,1,1,1
22,Casado,Medio,2,Autonomo,0,1786,Sudeste,1,1,56691,Casa,569,9028,2,4,Bom,0,2,1,0
37,Solteiro,Superior,0,Empresario,1,8504,Sudeste,1,1,129798,Casa,529,5197,0,0,Regular,1,1,0,1
25,Casado,Superior,0,Empresario,7,6820,Sul,1,0,27442,Casa,581,10505,0,1,Ruim,2,2,1,1
60,Casado,Fundamental,1,Servidor_Publico,3,3716,Nordeste,1,0,26555,Educacao,590,4882,2,0,Regular,30,1,1,1
29,Solteiro,Superior,1,CLT,1,13680,Nordeste,1,0,41726,Educacao,693,24645,0,4,Bom,6,1,2,1
18,Casado,Medio,1,CLT,0,1704,Nordeste,0,0,16991,Veiculo,399,5641,0,0,Regular,3,4,4,1
74,Solteiro,Superior,2,CLT,2,2349,Sul,1,0,16028,Educacao,636,7192,2,1,Bom,3,1,0,1
71,Casado,Fundamental,0,Desempregado,14,3548,Sudeste,1,0,16415,Veiculo,550,15314,0,4,Regular,15,2,2,1
37,Solteiro,Superior,0,Autonomo,2,3968,Norte,1,0,10759,Pessoal,566,83793,0,2,Regular,1,3,1,0
45,Viuvo,Superior,1,Servidor_Publico,22,11839,Sul,1,0,55261,Saude,695,2915,0,5,Regular,2,4,5,1
74,Divorciado,Pos-Graduacao,0,Empresario,3,5062,Norte,1,1,18083,Veiculo,489,2396,0,5,Ruim,2,4,3,1
60,Solteiro,Medio,4,Servidor_Publico,0,4377,Centro-Oeste,1,0,65454,Educacao,637,6342,1,1,Bom,13,1,0,1
54,Divorciado,Medio,0,CLT,11,2293,Nordeste,1,1,41086,Pessoal,668,3834,0,2,Ruim,8,4,1,1
64,Casado,Medio,2,CLT,3,9433,Sul,1,1,26417,Educacao,677,16317,1,0,Excelente,5,1,0,1
54,Casado,Fundamental,1,Empresario,6,2484,Centro-Oeste,1,1,51415,Educacao,690,9871,0,7,Bom,2,4,3,1
29,Casado,Medio,1,Servidor_Publico,20,2287,Nordeste,1,1,12647,Veiculo,677,2645,2,0,Pessimo,1,1,2,1
54,Casado,Pos-Graduacao,3,Autonomo,0,3865,Norte,1,1,14409,Veiculo,691,17144,0,3,Excelente,2,1,2,1
66,Casado,Medio,1,CLT,0,5420,Sudeste,0,1,47613,Educacao,531,51414,1,1,Regular,15,1,2,0
66,Solteiro,Medio,2,CLT,6,3190,Sul,0,0,4644,Negocio,756,3644,2,1,Pessimo,14,1,1,0
73,Casado,Superior,1,CLT,1,7511,Nordeste,0,0,27219,Veiculo,501,11217,0,0,Ruim,3,4,0,1
61,Casado,Medio,2,Autonomo,1,4147,Sul,0,1,43148,Veiculo,657,902,0,2,Pessimo,2,1,4,1
73,Casado,Medio,3,Autonomo,0,9243,Nordeste,1,1,76780,Negocio,551,5607,0,0,Pessimo,12,1,0,1
45,Divorciado,Pos-Graduacao,2,Desempregado,0,6654,Sudeste,1,1,90434,Pessoal,448,11044,3,0,Bom,3,1,3,0
64,Solteiro,Medio,2,Desempregado,7,14398,Nordeste,1,1,24240,Casa,562,7034,1,0,Bom,0,1,1,0
32,Viuvo,Superior,3,Autonomo,0,3769,Sudeste,0,0,49822,Negocio,608,9068,2,0,Excelente,2,1,4,1
23,Viuvo,Fundamental,4,Empresario,3,8154,Nordeste,0,1,14136,Pessoal,758,3721,1,1,Bom,5,2,2,1
61,Solteiro,Superior,1,Empresario,4,1682,Sudeste,1,1,18867,Casa,801,28567,0,1,Regular,17,5,1,1
37,Casado,Medio,2,Servidor_Publico,2,27861,Nordeste,1,1,80348,Pessoal,607,5374,0,0,Bom,3,2,2,1
67,Casado,Medio,0,Autonomo,0,7913,Sudeste,1,1,26057,Casa,481,2369,2,1,Bom,1,3,1,1
31,Casado,Fundamental,1,CLT,7,4114,Sudeste,1,1,30569,Pessoal,489,7794,0,3,Regular,2,2,1,1
19,Casado,Fundamental,1,CLT,0,4207,Nordeste,1,1,11772,Saude,697,20392,0,2,Excelente,0,1,3,1
26,Casado,Pos-Graduacao,3,Desempregado,7,4237,Sul,1,1,37724,Negocio,690,14107,0,6,Excelente,13,2,0,1
54,Casado,Medio,1,Empresario,11,14824,Norte,1,1,49180,Casa,559,4828,0,0,Ruim,0,4,1,1
37,Casado,Superior,2,CLT,2,8426,Sudeste,0,1,47974,Casa,502,47722,0,3,Ruim,0,2,3,0
43,Casado,Pos-Graduacao,0,CLT,3,3766,Sudeste,0,1,10207,Pessoal,719,7519,1,1,Bom,5,2,3,1
46,Casado,Medio,1,Autonomo,3,2337,Centro-Oeste,0,0,59871,Pessoal,497,1462,0,1,Regular,1,3,1,1
18,Viuvo,Pos-Graduacao,4,Autonomo,2,10073,Sudeste,0,1,12106,Veiculo,575,14682,0,1,Bom,2,4,5,1
72,Casado,Superior,0,CLT,10,8128,Sul,0,0,26340,Veiculo,667,7063,0,1,Bom,4,2,2,1
52,Solteiro,Superior,0,Servidor_Publico,11,7508,Sul,1,1,7372,Casa,419,7524,1,1,Excelente,9,2,1,1
23,Casado,Superior,1,CLT,2,4673,Sudeste,1,0,23305,Pessoal,715,19708,0,2,Bom,2,1,1,1
54,Casado,Fundamental,2,CLT,4,4106,Sudeste,1,1,12053,Pessoal,850,6241,0,0,Excelente,18,1,2,1
70,Casado,Medio,1,Desempregado,13,13509,Centro-Oeste,1,0,18786,Casa,631,6062,3,2,Bom,3,2,0,0
22,Casado,Fundamental,1,Servidor_Publico,16,14284,Norte,1,0,28224,Veiculo,616,2313,0,2,Regular,15,2,3,1
50,Casado,Pos-Graduacao,2,Autonomo,3,7216,Sudeste,1,1,52144,Pessoal,624,4772,0,1,Regular,3,1,0,1
66,Divorciado,Fundamental,0,Desempregado,3,8794,Centro-Oeste,1,0,50732,Casa,642,10352,0,0,Bom,4,3,2,1
68,Solteiro,Pos-Graduacao,3,Empresario,1,5662,Sudeste,0,0,4147,Pessoal,547,4501,0,0,Bom,19,1,3,1
31,Divorciado,Fundamental,0,CLT,15,2160,Sul,1,0,46288,Veiculo,507,1526,0,0,Regular,6,1,4,1
29,Casado,Superior,1,CLT,0,2730,Nordeste,1,1,31730,Casa,584,15544,2,0,Ruim,0,1,0,0
59,Divorciado,Superior,2,CLT,4,9776,Sul,1,1,17185,Casa,635,16195,0,0,Pessimo,5,2,3,1
37,Viuvo,Pos-Graduacao,3,Desempregado,1,10553,Sudeste,1,1,13302,Negocio,520,16317,1,0,Bom,1,1,5,0
70,Casado,Medio,3,Empresario,1,9250,Sul,1,0,25592,Casa,485,3211,2,0,Pessimo,2,3,0,0
67,Casado,Medio,2,CLT,2,6048,Centro-Oeste,1,1,32353,Casa,575,7937,0,1,Bom,10,3,0,1
41,Solteiro,Superior,1,Autonomo,33,9459,Sudeste,1,1,36399,Pessoal,486,10297,0,7,Regular,6,1,1,1
60,Casado,Pos-Graduacao,0,Servidor_Publico,0,4746,Sul,1,1,22975,Negocio,687,14685,1,7,Ruim,2,1,1,1
51,Casado,Fundamental,0,CLT,4,7135,Sul,1,1,3571,Pessoal,300,15016,0,0,Bom,0,1,1,1
42,Divorciado,Superior,3,Servidor_Publico,0,4346,Sudeste,1,1,18101,Saude,503,1972,1,0,Bom,4,2,4,1
67,Solteiro,Medio,3,CLT,0,2606,Centro-Oeste,1,0,10436,Casa,761,45348,1,1,Bom,1,1,2,1
46,Solteiro,Superior,5,CLT,2,8256,Norte,0,0,139270,Casa,597,2420,0,0,Ruim,0,2,0,1
74,Casado,Superior,0,CLT,3,10562,Sul,1,1,28210,Pessoal,638,1585,0,1,Pessimo,0,1,2,1
56,Divorciado,Superior,1,Desempregado,1,21684,Sul,0,1,48673,Pessoal,607,431,0,1,Excelente,6,1,4,1
48,Casado,Medio,2,Empresario,1,5758,Centro-Oeste,1,1,44716,Pessoal,557,16293,0,1,Regular,3,2,2,1
73,Solteiro,Medio,2,Empresario,0,2621,Nordeste,1,1,34484,Veiculo,729,34504,0,3,Excelente,1,5,1,1
64,Casado,Superior,2,Empresario,1,4035,Sudeste,1,0,19283,Negocio,562,4305,1,3,Ruim,12,3,5,0
60,Solteiro,Superior,3,CLT,16,4529,Norte,0,1,17412,Casa,537,1383,0,6,Ruim,10,3,1,1
67,Viuvo,Pos-Graduacao,1,Empresario,14,5372,Centro-Oeste,0,0,5342,Negocio,685,19429,1,0,Ruim,3,2,1,1
40,Viuvo,Medio,0,CLT,2,6519,Sul,1,1,30144,Veiculo,426,2213,0,4,Ruim,1,2,1,1
61,Solteiro,Medio,0,Empresario,4,6110,Nordeste,0,0,34211,Pessoal,591,15047,1,1,Regular,4,4,1,1
55,Casado,Fundamental,0,Autonomo,12,7834,Sul,0,1,25893,Veiculo,568,3214,2,2,Excelente,8,1,3,1
37,Divorciado,Superior,1,CLT,0,5532,Norte,1,1,30174,Veiculo,589,5223,1,4,Pessimo,0,2,1,0
40,Casado,Superior,0,CLT,8,1293,Nordeste,0,1,10248,Veiculo,571,11150,0,5,Excelente,5,1,2,1
62,Casado,Superior,1,Autonomo,14,5632,Sudeste,1,0,21263,Negocio,657,11233,0,2,Bom,7,3,1,1
69,Solteiro,Medio,2,Servidor_Publico,0,5177,Sudeste,0,0,15996,Casa,729,9015,0,1,Bom,10,2,2,1
33,Solteiro,Fundamental,4,Autonomo,0,6837,Sudeste,1,0,45798,Casa,665,35248,0,1,Regular,1,4,4,1
67,Divorciado,Pos-Graduacao,3,Empresario,16,3956,Norte,1,0,27799,Negocio,586,44995,3,2,Excelente,1,2,1,0
59,Casado,Superior,0,CLT,3,5620,Nordeste,1,0,16125,Pessoal,683,48645,0,3,Ruim,1,1,3,1
72,Divorciado,Medio,0,Servidor_Publico,0,6861,Norte,0,1,23671,Negocio,694,6794,1,2,Excelente,16,5,1,1
25,Casado,Medio,0,Servidor_Publico,1,4464,Sudeste,0,1,11712,Veiculo,656,9009,1,1,Regular,0,2,0,1
67,Solteiro,Pos-Graduacao,5,CLT,2,7372,Sudeste,1,0,20691,Veiculo,724,32153,0,1,Regular,8,1,0,1
38,Casado,Medio,1,CLT,5,5125,Norte,1,0,42879,Veiculo,385,4222,0,0,Ruim,25,1,5,1
18,Divorciado,Superior,0,Empresario,6,5399,Norte,1,1,9266,Negocio,622,5272,0,5,Bom,17,1,2,1
72,Solteiro,Fundamental,3,Servidor_Publico,26,850,Sul,0,1,25618,Veiculo,650,8273,0,0,Ruim,3,1,2,1
25,Solteiro,Pos-Graduacao,1,Autonomo,1,2474,Centro-Oeste,1,1,14765,Saude,471,7948,1,2,Bom,10,2,0,1
46,Solteiro,Superior,4,CLT,3,2478,Nordeste,0,1,9271,Pessoal,642,6085,1,4,Regular,6,5,2,1
49,Solteiro,Medio,0,CLT,3,5595,Norte,0,1,119639,Saude,711,3181,0,1,Regular,12,1,2,1
55,Solteiro,Superior,1,CLT,2,10540,Sul,1,1,73351,Saude,597,19039,0,3,Bom,1,4,1,1
22,Divorciado,Fundamental,1,CLT,0,4577,Sudeste,1,1,16673,Pessoal,685,5500,0,3,Excelente,8,3,0,1
64,Solteiro,Medio,4,CLT,18,8176,Sudeste,0,0,21336,Veiculo,722,9474,0,0,Bom,5,3,1,1
39,Divorciado,Medio,3,CLT,9,7251,Norte,0,1,5335,Pessoal,754,8046,0,1,Excelente,4,3,3,1
64,Casado,Superior,2,CLT,3,5345,Sudeste,0,0,7525,Negocio,736,15921,1,2,Bom,7,2,2,1
